default_setting_begin	type=mother_tree	hp_regen_bonus=2	mp_regen_bonus=1	default_setting_end
default_setting_begin	type=damage	damage_on_hp=200	damage_on_mp=0	default_setting_end
default_setting_begin	type=poison	skill_name=[s_area_a_speed_down]	default_setting_end
default_setting_begin	type=swamp	move_bonus=-50	default_setting_end


//Below	water	volume	(must	be	above	the	head	of	a	family)
//16_21
area_begin	name=[16_21_water1]	map_no={16;21}	type=water	water_range={Min:(-131071.984375	98303.992188	-4780.006836)	Max:(-98303.984375	131071.992188	-3780.006836)}	area_end
area_begin	name=[24_18_water1]	map_no={24;18}	type=water	water_range={Min:(145081.000000	25139.000000	-2626.000000)	Max:(149881.000000	29939.000000	-2528.000000)}	area_end

//24_19
area_begin	name=[24_19_water1]	map_no={24;19}	type=water	water_range={Min:(131059.390625	32768.003906	-4775.577148)	Max:(163827.390625	65536.000000	-3775.577148)}	area_end

//24_20
area_begin	name=[24_20_water1]	map_no={24;20}	type=water	water_range={Min:(136648.000000	79304.000000	-6096.000000)	Max:(137400.000000	80056.000000	-3736.000000)}	area_end
area_begin	name=[24_20_water2]	map_no={24;20}	type=water	water_range={Min:(137400.000000	79360.000000	-6096.000000)	Max:(138816.000000	80000.000000	-5519.000000)}	area_end
area_begin	name=[24_20_water3]	map_no={24;20}	type=water	water_range={Min:(137472.000000	65536.000000	-4480.000000)	Max:(163840.000000	98304.000000	-3780.000000)}	area_end

//24_21
area_begin	name=[24_21_water1]	map_no={24;21}	type=water	water_range={Min:(131072.000000	126072.000000	-4780.000000)	Max:(136072.000000	131072.000000	-3780.000000)}	area_end

//25_11
area_begin	name=[25_11_water1]	map_no={25;11}	type=water	water_range={Min:(163840.000000	-229376.000000	-4780.000000)	Max:(196608.000000	-196608.000000	-3780.000000)}	area_end

//25_12
area_begin	name=[25_12_water1]	map_no={25;12}	type=water	water_range={Min:(163840.000000	-196608.000000	-4780.000000)	Max:(168840.000000	-186608.000000	-3780.000000)}	area_end
area_begin	name=[25_12_water2]	map_no={25;12}	type=water	water_range={Min:(173411.000000	-187756.000000	-5465.000000)	Max:(186042.000000	-182534.000000	-4465.000000)}	area_end
area_begin	name=[25_12_water3]	map_no={25;12}	type=water	water_range={Min:(174206.000000	-182687.000000	-2322.000000)	Max:(176749.000000	-179167.000000	-2066.000000)}	area_end

//25_14
area_begin	name=[25_14_water1]	map_no={25;14}	type=water	water_range={Min:(170908.000000	-116845.992188	-4643.000000)	Max:(173748.000000	-113952.992188	-4033.000000)}	area_end
area_begin	name=[25_14_water2]	map_no={25;14}	type=water	water_range={Min:(170926.000000	-113935.992188	-6130.000000)	Max:(173766.000000	-111042.992188	-5256.000000)}	area_end

//25_20
area_begin	name=[25_20_water1]	map_no={25;20}	type=water	water_range={Min:(163840.000000	65760.000000	-4280.000000)	Max:(173840.000000	95072.000000	-3780.000000)}	area_end

//25_17
area_begin	name=[25_17_water1]	map_no={25;17}	type=water	water_range={Min:(168576.000000	-17920.000000	-5568.000000)	Max:(169216.000000	-17280.000000	-3248.000000)}	area_end
area_begin	name=[25_17_water2]	map_no={25;17}	type=water	water_range={Min:(169216.000000	-17920.000000	-5568.000000)	Max:(170688.000000	-17280.000000	-4991.000000)}	area_end


//20_15
area_begin	name=[20_15_water1]	map_no={20;15}	type=water	water_range={Min:(0.157471	-73536.078125	-4780.019531)	Max:(8000.157227	-65536.078125	-3780.019531)}	area_end

//20_16
area_begin	name=[20_16_water1]	map_no={20;16}	type=water	water_range={Min:(0.000000	-65536.000000	-4780.000000)	Max:(32768.000000	-32768.000000	-3780.000000)}	area_end

//21_15
area_begin	name=[21_15_water1]	map_no={21;15}	type=water	water_range={Min:(32768.000000	-98304.000000	-4780.000000)	Max:(65536.000000	-65536.000000	-3780.000000)}	area_end

//21_16
area_begin	name=[21_16_water1]	map_no={21;16}	type=water	water_range={Min:(32768.000000	-65535.980469	-4783.996582)	Max:(65536.000000	-32767.980469	-3783.996582)}	area_end

//21_17
area_begin	name=[21_17_water1]	map_no={21;17}	type=water	water_range={Min:(32768.007813	-32767.998047	-4780.008301)	Max:(65536.007813	0.001953	-3780.008301)}	area_end

//22_16
area_begin	name=[22_16_water1]	map_no={22;16}	type=water	water_range={Min:(65536.000000	-40960.000000	-4780.000000)	Max:(98304.000000	-32768.000000	-3780.000000)}	area_end
area_begin	name=[22_16_water2]	map_no={22;16}	type=water	water_range={Min:(91829.000000	-55930.000000	-2889.000000)	Max:(95637.000000	-50266.000000	-2633.000000)}	area_end
area_begin	name=[22_16_water3]	map_no={22;16}	type=water	water_range={Min:(87765.000000	-54554.000000	-2889.000000)	Max:(91829.000000	-50266.000000	-2633.000000)}	area_end
area_begin	name=[22_16_water4]	map_no={22;16}	type=water	water_range={Min:(84947.000000	-50234.000000	-3408.000000)	Max:(90133.000000	-46202.000000	-3152.000000)}	area_end
area_begin	name=[22_16_water5]	map_no={22;16}	type=water	water_range={Min:(76003.000000	-46368.000000	-3504.000000)	Max:(84947.000000	-39968.000000	-3248.000000)}	area_end
area_begin	name=[22_16_water6]	map_no={22;16}	type=water	water_range={Min:(68852.000000	-62008.000000	-3417.000000)	Max:(74036.000000	-56192.000000	-3161.000000)}	area_end
area_begin	name=[22_16_water7]	map_no={22;16}	type=water	water_range={Min:(69480.000000	-56192.000000	-3417.000000)	Max:(77032.000000	-53203.000000	-3161.000000)}	area_end
area_begin	name=[22_16_water8]	map_no={22;16}	type=water	water_range={Min:(71311.000000	-53203.000000	-3417.000000)	Max:(76175.000000	-50292.000000	-3161.000000)}	area_end
area_begin	name=[22_16_water9]	map_no={22;16}	type=water	water_range={Min:(75059.000000	-63591.000000	-2608.000000)	Max:(78355.000000	-57517.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water10]	map_no={22;16}	type=water	water_range={Min:(78355.000000	-65184.000000	-2608.000000)	Max:(83859.000000	-51872.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water11]	map_no={22;16}	type=water	water_range={Min:(83859.000000	-64826.000000	-2608.000000)	Max:(87187.000000	-55418.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water12]	map_no={22;16}	type=water	water_range={Min:(87187.000000	-62909.000000	-2608.000000)	Max:(90963.000000	-58301.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water13]	map_no={22;16}	type=water	water_range={Min:(77283.000000	-51872.000000	-2608.000000)	Max:(83747.000000	-49440.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water14]	map_no={22;16}	type=water	water_range={Min:(83859.000000	-55418.000000	-2608.000000)	Max:(86227.000000	-52602.000000	-2352.000000)}	area_end
area_begin	name=[22_16_water15]	map_no={22;16}	type=water	water_range={Min:(69635.000000	-47328.000000	-3504.000000)	Max:(76003.000000	-39776.000000	-3248.000000)}	area_end
area_begin	name=[22_16_water16]	map_no={22;16}	type=water	water_range={Min:(87187.000000	-58301.000000	-2608.000000)	Max:(89235.000000	-56541.000000	-2352.000000)}	area_end

//22_17
area_begin	name=[22_17_water1]	map_no={22;17}	type=water	water_range={Min:(65536.000000	-32768.000000	-4780.000000)	Max:(76800.000000	0.000000	-3780.000000)}	area_end
area_begin	name=[22_17_water2]	map_no={22;17}	type=water	water_range={Min:(76800.000000	-32768.000000	-4780.000000)	Max:(98304.000000	-18432.000000	-3780.000000)}	area_end

//20_17	(Primeval	Island)	-----------------------------------------------------------------------
area_begin	name=[20_17_water1]	map_no={20;17}	type=water	water_range={Min:(1.000000	-32752.000000	-4780.000000)	Max:(32736.000000	-1.000000	-3780.000000)}	area_end

//21_13	(North	Ocean)
area_begin	name=[21_13_water1]	map_no={21;13}	type=water	water_range={Min:(32736.000000	-163656.000000	-4780.000000)	Max:(65528.000000	-131080.000000	-3780.000000)}	area_end

//22_13	(Schuttgart	town	surrounding	rivers	and	coast)
area_begin	name=[22_13_water1]	map_no={22;13}	type=water	water_range={Min:(65544.000000	-163832.000000	-4780.000000)	Max:(98296.000000	-131080.000000	-3780.000000)}	area_end

//23_13	(Plunderous	Plains	Rivers)
area_begin	name=[23_13_water1]	map_no={23;13}	type=water	water_range={Min:(98312.000000	-163832.000000	-4780.000000)	Max:(131064.000000	-131080.000000	-3780.000000)}	area_end

//23_14	(Frozen	Labrynth	Rivers)
area_begin	name=[23_14_water1]	map_no={23;14}	type=water	water_range={Min:(98312.000000	-131064.000000	-4780.000000)	Max:(131064.000000	-98312.000000	-3780.000000)}	area_end

//22_14	(Right	corner	river	and	left	corner	river)
area_begin	name=[22_14_water1]	map_no={22;14}	type=water	water_range={Min:(95752.000000	-130936.000000	-4780.000000)	Max:(98296.000000	-123656.000000	-3780.000000)}	area_end
area_begin	name=[22_14_water2]	map_no={22;14}	type=water	water_range={Min:(65544.000000	-131064.000000	-4780.000000)	Max:(73976.000000	-122632.000000	-3780.000000)}	area_end

//21_14	(North	Coast	and	river)
//area_begin	name=[21_14_water1]	map_no={21;14}	type=water	water_range={Min:(32776.000000	-131064.000000	-4780.000000)	Max:(65528.000000	-110472.000000	-3780.000000)}	area_end
area_begin	name=[21_14_water1]	map_no={21;14}	type=water	water_range={Min:(32776.000000	-131064.000000	-4780.000000)	Max:(65528.000000	-127900.000000	-3780.000000)}	area_end
area_begin	name=[21_14_water2]	map_no={21;14}	type=water	water_range={Min:(57800.000000	-127900.000000	-4780.000000)	Max:(65528.000000	-110472.000000	-3780.000000)}	area_end

//19_16	(Area	Above	Pegan's	Temple)
area_begin	name=[19_16_water1]	map_no={19;16}	type=water	water_range={Min:(-32760.000000	-65528.000000	-4780.000000)	Max:(-1.000000	-32776.000000	-3780.000000)}	area_end



//The	start	the	world-wide	possibility	of	dozing,	the	center	of	world-wide	possibility	lower	part	the	water	which	accomplishes	the	big	unit
area_begin	name=[mother_tree_start_zone]	map_no={21;19}	type=mother_tree	affect_race=elf	entering_message_no=114	leaving_message_no=115	range={{45889;41890;-3550;-3350};{45277;41672;-3550;-3350};{45028;41478;-3550;-3350};{44809;41230;-3550;-3350};{44522;40689;-3550;-3350};{44501;39970;-3550;-3350};{44725;39407;-3550;-3350};{44930;39145;-3550;-3350};{45447;38764;-3550;-3350};{46073;38618;-3550;-3350};{46710;38716;-3550;-3350};{47255;39049;-3550;-3350};{47743;39834;-3550;-3350};{47772;40568;-3550;-3350};{47545;41125;-3550;-3350};{47108;41599;-3550;-3350};{46531;41868;-3550;-3350}}	area_end

//World-wide	possibility	of	the	village	center,	world-wide	possibility	it	accomplishes	the	unit	lower	part	rightly	and	the	small	water,	the	place	outside	piece	where	the	water	is	becoming	in	outline	of	duplication	it	asks
area_begin	name=[mother_tree_town]	map_no={21;19}	type=mother_tree	affect_race=elf	entering_message_no=114	leaving_message_no=115	range={{45234;49892;-3121;-2921};{45117;49826;-3121;-2921};{45031;49722;-3121;-2921};{44986;49597;-3121;-2921};{44985;49462;-3121;-2921};{45032;49336;-3121;-2921};{45116;49233;-3121;-2921};{45233;49165;-3121;-2921};{45365;49143;-3121;-2921};{45498;49166;-3121;-2921};{45614;49235;-3121;-2921};{45700;49336;-3121;-2921};{45746;49462;-3121;-2921};{45747;49596;-3121;-2921};{45699;49723;-3121;-2921};{45614;49825;-3121;-2921};{45498;49893;-3121;-2921};{45366;49914;-3121;-2921}}	area_end

//The	blood	su	dozes,	the	island	village	which	it	talks	1	(17_25)
area_begin	name=[talking_island_town_peace_zone1]	map_no={17;25}	type=peace_zone	range={{-84028;239722;-3966;-3466};{-81007;243210;-3966;-3466};{-81021;243484;-3966;-3466};{-84308;246247;-3966;-3466};{-84552;246239;-3966;-3466};{-87638;242837;-3966;-3466};{-87611;242574;-3966;-3466};{-84305;239649;-3966;-3466}}	area_end

//The	blood	su	dozes,	the	island	village	which	it	talks	2	(17_25)
area_begin	name=[talking_island_town_peace_zone2]	map_no={17;25}	type=peace_zone	range={{-83428;240398;-3820;-3320};{-82605;241262;-3820;-3320};{-81512;242568;-3820;-3320};{-82035;242583;-3820;-3320};{-83396;241129;-3820;-3320}}	area_end

//The	blood	su	dozes,	the	island	village	which	it	talks	3	(17_25)
area_begin	name=[talking_island_town_peace_zone3]	map_no={17;25}	type=peace_zone	range={{-86138;243444;-3789;-3289};{-85039;244801;-3789;-3289};{-84811;245977;-3789;-3289};{-86323;244370;-3789;-3289};{-87229;243237;-3789;-3289}}	area_end

//The	blood	su	dozes,	the	island	village	which	it	talks	4	(17_25)
area_begin	name=[talking_island_town_peace_zone4]	map_no={17;25}	type=peace_zone	range={{-85539;241748;-3846;-3346};{-87612;242572;-3846;-3346};{-87470;242383;-3846;-3346};{-86310;241337;-3846;-3346};{-85622;240814;-3846;-3346}}	area_end

//Magical	school	1,	the	island	which	it	talks	(17_25)
area_begin	name=[mage_start_peace_1]	map_no={17;25}	type=peace_zone	range={{-90034;248143;-3699;-2699};{-89960;248698;-3699;-2699};{-90520;248847;-3699;-2699};{-91136;248445;-3699;-2699};{-91270;248296;-3699;-2699};{-91328;248092;-3699;-2699};{-91250;247867;-3699;-2699};{-91063;247704;-3699;-2699};{-90863;247676;-3699;-2699};{-90638;247748;-3699;-2699}}	area_end

//Magical	school	2,	the	island	which	it	talks	(17_25)
area_begin	name=[mage_start_peace_2]	map_no={17;25}	type=peace_zone	range={{-90165;247096;-4043;-3043};{-88576;248162;-4043;-3043};{-89962;250239;-4043;-3043};{-91512;249150;-4043;-3043}}	area_end

//Magical	school	3,	the	island	which	it	talks	(17_25)
area_begin	name=[mage_start_peace_3]	map_no={17;25}	type=peace_zone	range={{-88457;248867;-3659;-2659};{-88611;249099;-3659;-2659};{-89054;249756;-3659;-2659};{-89279;250048;-3659;-2659};{-89684;250143;-3659;-2659};{-90008;249970;-3659;-2659};{-88864;248209;-3659;-2659};{-88542;248446;-3659;-2659}}	area_end

//Magical	school	4,	the	island	which	it	talks	(17_25)
area_begin	name=[mage_start_peace_4]	map_no={17;25}	type=peace_zone	range={{-88732;248912;-3659;-2659};{-88418;249116;-3659;-2659};{-89005;249980;-3659;-2659};{-89311;249787;-3659;-2659}}	area_end

//Magical	school	5,	the	island	which	it	talks	(17_25)
area_begin	name=[mage_start_peace_5]	map_no={17;25}	type=peace_zone	range={{-88612;249461;-3659;-2659};{-88559;249539;-3659;-2659};{-88581;249649;-3659;-2659};{-88680;249708;-3659;-2659};{-88761;249704;-3659;-2659};{-89050;249513;-3659;-2659};{-89073;249332;-3659;-2659};{-88895;249273;-3659;-2659}}	area_end

//Coating	with	paint	1,	the	island	which	it	talks	(17_25)
area_begin	name=[fighter_start_peace_1]	map_no={17;25}	type=peace_zone	range={{-73436;257725;-3284;-2284};{-71668;256229;-3284;-2284};{-69952;258077;-3284;-2284};{-71896;259701;-3284;-2284}}	area_end

//Coating	with	paint	2,	the	island	which	it	talks	(17_25)
area_begin	name=[fighter_start_peace_2]	map_no={17;25}	type=peace_zone	range={{-73180;257663;-3272;-2272};{-72460;258619;-3272;-2272};{-72720;258831;-3272;-2272};{-73284;258115;-3272;-2272};{-73260;257855;-3272;-2272}}	area_end

//Coating	with	paint	3,	the	island	which	it	talks	(17_25)
area_begin	name=[fighter_start_peace_3]	map_no={17;25}	type=peace_zone	range={{-71279;256408;-3272;-2272};{-70679;257116;-3272;-2272};{-70939;257328;-3272;-2272};{-71575;256612;-3272;-2272};{-71634;256392;-3272;-2272}}	area_end

//Coating	with	paint	4,	the	island	which	it	talks	(17_25)
area_begin	name=[fighter_start_peace_4]	map_no={17;25}	type=peace_zone	range={{-72596;259181;-3306;-2306};{-70363;257272;-3306;-2306};{-70041;257631;-3306;-2306};{-72303;259545;-3306;-2306}}	area_end

//All	khu	El	phu	the	village	(20_18)
area_begin	name=[darkelf_town_peace_zone]	map_no={20;18}	type=peace_zone	range={{15719;16735;-8507;-1507};{14885;19139;-8507;-1507};{12223;21049;-8507;-1507};{8962;20203;-8507;-1507};{7340;18060;-8507;-1507};{7372;15649;-8507;-1507};{8018;14013;-8507;-1507};{9389;12836;-8507;-1507};{10669;12131;-8507;-1507};{12499;12455;-8507;-1507};{14684;13625;-8507;-1507};{15441;15060;-8507;-1507}}	area_end

//Thread	leyn	before	shoes	1	(20_18)
area_begin	name=[darkelf_start_peace_1]	map_no={20;18}	type=peace_zone	range={{28422;8936;-4571;-2071};{30282;10670;-4571;-2071};{29952;11744;-4571;-2071};{28457;13117;-4571;-2071};{27730;13126;-4571;-2071};{26435;11893;-4571;-2071};{26450;10146;-4571;-2071};{27792;8929;-4571;-2071}}	area_end

//Thread	leyn	before	shoes	2	(20_18)
area_begin	name=[darkelf_start_peace_2]	map_no={20;18}	type=peace_zone	range={{29434;10233;-4588;-2088};{31273;10233;-4588;-2088};{31273;11827;-4588;-2088};{29431;11830;-4588;-2088}}	area_end

//Field	world-wide	possibility	(20_19)
area_begin	name=[20_19_worldtree]	map_no={20;19}	type=mother_tree	affect_race=elf	entering_message_no=114	leaving_message_no=115	range={{21101;50538;-3745;-3545};{21511;50683;-3745;-3545};{21642;51005;-3745;-3545};{21583;51349;-3745;-3545};{21255;51581;-3745;-3545};{20852;51473;-3745;-3545};{20627;51121;-3745;-3545};{20728;50743;-3745;-3545}}	area_end

//Field	world-wide	possibility	(20_20)
area_begin	name=[20_20_worldtree]	map_no={20;20}	type=mother_tree	affect_race=elf	entering_message_no=114	leaving_message_no=115	range={{25084;81616;-3268;-3068};{25073;81892;-3268;-3068};{24948;81895;-3268;-3068};{24826;81866;-3268;-3068};{24716;81788;-3268;-3068};{24637;81623;-3268;-3068};{24637;81428;-3268;-3068};{25076;81428;-3268;-3068}}	area_end

//Field	world-wide	possibility	(21_20)
area_begin	name=[21_20_worldtree]	map_no={21;20}	type=mother_tree	affect_race=elf	entering_message_no=114	leaving_message_no=115	range={{57755;85802;-3775;-3575};{57974;86079;-3775;-3575};{57953;86404;-3775;-3575};{57711;86683;-3775;-3575};{57324;86686;-3775;-3575};{57105;86436;-3775;-3575};{57088;86061;-3775;-3575};{57404;85785;-3775;-3575}}	area_end

//El	phu	village	(21_19)
area_begin	name=[elf_town_peace1]	map_no={21;19}	type=peace_zone	range={{47758;51443;-3511;-2011};{46735;52457;-3511;-2011};{45358;52947;-3511;-2011};{44182;52419;-3511;-2011};{43398;51830;-3511;-2011};{43006;51401;-3511;-2011};{42508;50515;-3511;-2011};{42343;49479;-3511;-2011};{42547;48421;-3511;-2011};{43138;47363;-3511;-2011};{44342;46639;-3511;-2011};{45621;46486;-3511;-2011};{45974;46554;-3511;-2011};{47114;46996;-3511;-2011};{47777;47710;-3511;-2011};{48202;48441;-3511;-2011};{48400;49391;-3511;-2011};{48365;50345;-3511;-2011}}	area_end

//World-wide	possibility,	El	phu	start	1	(21_19)
area_begin	name=[elf_start_peace1]	map_no={21;19}	type=peace_zone	range={{47987;40688;-4071;-2571};{47644;41254;-4071;-2571};{47139;41756;-4071;-2571};{46576;42051;-4071;-2571};{45590;42006;-4071;-2571};{44823;41489;-4071;-2571};{44355;40860;-4071;-2571};{44168;40397;-4071;-2571};{44319;39900;-4071;-2571};{44723;39030;-4071;-2571};{45366;38626;-4071;-2571};{46511;38446;-4071;-2571};{47292;38808;-4071;-2571};{47736;39330;-4071;-2571};{48079;39911;-4071;-2571}}	area_end

//World-wide	possibility	side	start	point	1,	El	phu	start	2	(21_19)
area_begin	name=[elf_start_peace2]	map_no={21;19}	type=peace_zone	range={{44215;39803;-4082;-2582};{44497;40504;-4082;-2582};{43643;41416;-4082;-2582};{43398;41419;-4082;-2582};{42884;41191;-4082;-2582};{42475;40529;-4082;-2582};{42466;40285;-4082;-2582};{42762;39658;-4082;-2582};{43311;39336;-4082;-2582};{43546;39327;-4082;-2582}}	area_end

//World-wide	possibility	side	start	point	2,	El	phu	start	3	(21_19)
area_begin	name=[elf_start_peace3]	map_no={21;19}	type=peace_zone	range={{49799;39991;-4082;-2582};{49812;40226;-4082;-2582};{48958;41201;-4082;-2582};{48724;41204;-4082;-2582};{48096;40759;-4082;-2582};{47883;40159;-4082;-2582};{48123;39481;-4082;-2582};{48636;39123;-4082;-2582};{48885;39121;-4082;-2582};{49368;39360;-4082;-2582}}	area_end
